name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Feierling Inselhopf,Hausbrauerei Feierling,Germany,Kellerbier / ZwickelbierRanked #1,Kellerbier / Zwickelbier,Ranked #1, 5%,"94Ranked #2,256",94,"Ranked #2,256",4.41 | pDev: 11.79%,4.41,11.79%,6,19,Active,"Aug 10, 2004"
Blonde,Dageraad Brewing,"British Columbia, Canada",Belgian Pale Strong AleRanked #76,Belgian Pale Strong Ale,Ranked #76, 7.5%,"88Ranked #15,020",88,"Ranked #15,020",3.92 | pDev: 12.24%,3.92,12.24%,9,39,Active,"Jun 06, 2014"
Belgian Golden Strong,Dangerous Man Brewing,"Minnesota, United States",Belgian Pale Strong AleRanked #77,Belgian Pale Strong Ale,Ranked #77, 10.7%,"88Ranked #15,445",88,"Ranked #15,445",3.91 | pDev: 8.7%,3.91,8.7%,8,47,Active,"Jan 19, 2013"
Duvel Barrel Aged,Brouwerij Duvel Moortgat NV,Belgium,Belgian Pale Strong AleRanked #78,Belgian Pale Strong Ale,Ranked #78, 11.5%,"88Ranked #15,176",88,"Ranked #15,176",3.92 | pDev: 10.71%,3.92,10.71%,11,22,Active,"Sep 16, 2017"
Seigneuriale,Unibroue,"Quebec, Canada",Belgian Pale Strong AleRanked #79,Belgian Pale Strong Ale,Ranked #79, 7.5%,"87Ranked #15,702",87,"Ranked #15,702",3.9 | pDev: 9.23%,3.9,9.23%,245,347,Active,"Mar 17, 2005"
InvEster,Taxman Brewing Co.,"Indiana, United States",Belgian Pale Strong AleRanked #80,Belgian Pale Strong Ale,Ranked #80, 8.5%,"88Ranked #15,188",88,"Ranked #15,188",3.92 | pDev: 7.4%,3.92,7.4%,8,20,Active,"Aug 22, 2019"
Rush Moving Pitchers,Henderson Brewing Company,"Ontario, Canada",Belgian Pale Strong AleRanked #81,Belgian Pale Strong Ale,Ranked #81, 11.9%,"88Ranked #14,935",88,"Ranked #14,935",3.94 | pDev: 8.12%,3.94,8.12%,4,10,Active,"Mar 28, 2022"
Domestic Bliss,Crooked Can Brewing Company - Florida,"Florida, United States",Belgian Pale Strong AleRanked #82,Belgian Pale Strong Ale,Ranked #82, 9.5%,"88Ranked #15,501",88,"Ranked #15,501",3.91 | pDev: 15.09%,3.91,15.09%,2,32,Active,"Apr 10, 2015"
K-O Blond Beer,De Proefbrouwerij (bvba Andelot),Belgium,Belgian Pale Strong AleRanked #83,Belgian Pale Strong Ale,Ranked #83, 10%,"87Ranked #15,741",87,"Ranked #15,741",3.9 | pDev: 10.77%,3.9,10.77%,66,107,Active,"Aug 20, 2004"
Belgian Strong Blonde,pFriem Family Brewers,"Oregon, United States",Belgian Pale Strong AleRanked #84,Belgian Pale Strong Ale,Ranked #84, 7.5%,"87Ranked #15,757",87,"Ranked #15,757",3.9 | pDev: 7.69%,3.9,7.69%,20,86,Active,"Apr 02, 2013"
Augustijn Grand Cru,Brouwerij Van Steenberge N.V.,Belgium,Belgian Pale Strong AleRanked #85,Belgian Pale Strong Ale,Ranked #85, 9%,"87Ranked #16,293",87,"Ranked #16,293",3.89 | pDev: 12.08%,3.89,12.08%,128,300,Active,"Apr 27, 2002"
Grand Cru,BJ's Restaurant & Brewhouse,"Arizona, United States",Belgian Pale Strong AleRanked #86,Belgian Pale Strong Ale,Ranked #86, 10%,"87Ranked #16,239",87,"Ranked #16,239",3.89 | pDev: 11.83%,3.89,11.83%,35,101,Active,"Jun 26, 2003"
Sneaky Snake,Mountain Fork Brewery,"Oklahoma, United States",Belgian Pale Strong AleRanked #87,Belgian Pale Strong Ale,Ranked #87, 9%,"87Ranked #15,869",87,"Ranked #15,869",3.9 | pDev: 13.59%,3.9,13.59%,9,21,Active,"Jan 31, 2018"
Sinister,Laughing Sun Brewing Company,"North Dakota, United States",Belgian Pale Strong AleRanked #88,Belgian Pale Strong Ale,Ranked #88, 9%,"87Ranked #16,161",87,"Ranked #16,161",3.89 | pDev: 11.05%,3.89,11.05%,13,37,Active,"Jul 16, 2013"
Bourbon Barrel Grand Cru,Hinterland Brewery Restaurant,"Wisconsin, United States",Belgian Pale Strong AleRanked #89,Belgian Pale Strong Ale,Ranked #89, 8.6%,"87Ranked #15,939",87,"Ranked #15,939",3.9 | pDev: 11.54%,3.9,11.54%,5,14,Active,"Feb 14, 2016"
Blithe,Spoonwood Brewing Company,"Pennsylvania, United States",Belgian Pale Strong AleRanked #90,Belgian Pale Strong Ale,Ranked #90, 8.3%,"87Ranked #16,069",87,"Ranked #16,069",3.89 | pDev: 7.2%,3.89,7.2%,4,15,Active,"Jan 29, 2015"
Bramble On Rose,Ore Dock Brewing Company,"Michigan, United States",Belgian Pale Strong AleRanked #91,Belgian Pale Strong Ale,Ranked #91, 8.7%,"87Ranked #16,012",87,"Ranked #16,012",3.89 | pDev: 8.23%,3.89,8.23%,2,10,Active,"Aug 28, 2017"
Scaldis Caractère,Brasserie Dubuisson Frères sprl,Belgium,Belgian Pale Strong AleRanked #92,Belgian Pale Strong Ale,Ranked #92, 12%,"87Ranked #17,204",87,"Ranked #17,204",3.87 | pDev: 14.47%,3.87,14.47%,440,748,Active,"Sep 25, 2001"
Moinette Ambrée,Brasserie Dupont sprl,Belgium,Belgian Pale Strong AleRanked #93,Belgian Pale Strong Ale,Ranked #93, 8.5%,"87Ranked #16,401",87,"Ranked #16,401",3.88 | pDev: 7.73%,3.88,7.73%,6,15,Active,"Oct 02, 2016"
Zingende Blondine,Brouwerij 't Gaverhopke,Belgium,Belgian Pale Strong AleRanked #94,Belgian Pale Strong Ale,Ranked #94, 9.8%,"87Ranked #17,054",87,"Ranked #17,054",3.87 | pDev: 10.34%,3.87,10.34%,42,89,Active,"Mar 19, 2009"
Papegaei,Brouwerij Verstraete,Belgium,Belgian Pale Strong AleRanked #95,Belgian Pale Strong Ale,Ranked #95, 8%,"87Ranked #16,937",87,"Ranked #16,937",3.87 | pDev: 8.79%,3.87,8.79%,13,39,Active,"Jul 12, 2009"
St. Sebastiaan Grande Reserve,Brouwerij Sterkens N.V.,Belgium,Belgian Pale Strong AleRanked #96,Belgian Pale Strong Ale,Ranked #96, 10%,"87Ranked #17,549",87,"Ranked #17,549",3.86 | pDev: 15.03%,3.86,15.03%,98,154,Active,"Dec 20, 2001"
Bohemian Ale,Bernard Family Brewery,Czechia,Belgian Pale Strong AleRanked #97,Belgian Pale Strong Ale,Ranked #97, 8.2%,"87Ranked #17,425",87,"Ranked #17,425",3.86 | pDev: 10.88%,3.86,10.88%,18,61,Active,"Jan 13, 2015"
The Conjurer Belgian Golden Strong,North Pier Brewing Company,"Michigan, United States",Belgian Pale Strong AleRanked #98,Belgian Pale Strong Ale,Ranked #98, 8.7%,"87Ranked #16,905",87,"Ranked #16,905",3.86 | pDev: 9.59%,3.86,9.59%,6,12,Active,"Oct 16, 2016"
Belgian Select,pFriem Family Brewers,"Oregon, United States",Belgian Pale Strong AleRanked #99,Belgian Pale Strong Ale,Ranked #99, 8.1%,"87Ranked #17,237",87,"Ranked #17,237",3.85 | pDev: 6.23%,3.85,6.23%,4,12,Active,"Dec 19, 2018"
Devil's Advocate,Church Street Brewing Company,"Illinois, United States",Belgian Pale Strong AleRanked #100,Belgian Pale Strong Ale,Ranked #100, 9%,"87Ranked #17,877",87,"Ranked #17,877",3.85 | pDev: 8.57%,3.85,8.57%,17,74,Active,"Apr 05, 2014"
M.J.K.,Side Project Brewing,"Missouri, United States",English BarleywineRanked #1,English Barleywine,Ranked #1, 20%,100Ranked #14,100,Ranked #14,4.83 | pDev: 4.35%,4.83,4.35%,11,57,Active,"Feb 22, 2021"
Double Barrel V.S.O.J.,Revolution Brewing,"Illinois, United States",English BarleywineRanked #2,English Barleywine,Ranked #2, 16.8%,100Ranked #22,100,Ranked #22,4.73 | pDev: 5.07%,4.73,5.07%,26,111,Active,"Oct 23, 2022"
V.S.O.J.,Revolution Brewing,"Illinois, United States",English BarleywineRanked #3,English Barleywine,Ranked #3, 14%,100Ranked #21,100,Ranked #21,4.69 | pDev: 4.48%,4.69,4.48%,59,325,Active,"Jan 16, 2017"
Aaron,Hill Farmstead Brewery,"Vermont, United States",English BarleywineRanked #4,English Barleywine,Ranked #4, 9%,100Ranked #59,100,Ranked #59,4.61 | pDev: 6.07%,4.61,6.07%,86,690,Active,"Jun 25, 2014"
10 Year Barleywine,Side Project Brewing,"Missouri, United States",English BarleywineRanked #5,English Barleywine,Ranked #5, 17%,98Ranked #448,98,Ranked #448,4.8 | pDev: 4.17%,4.8,4.17%,4,13,Active,"Sep 27, 2023"
Arabesque,Phase Three Brewing Company,"Illinois, United States",English BarleywineRanked #6,English Barleywine,Ranked #6, 16.4%,98Ranked #412,98,Ranked #412,4.72 | pDev: 4.24%,4.72,4.24%,6,17,Active,"Jun 07, 2021"
§ucaba,Firestone Walker Brewing Co.,"California, United States",English BarleywineRanked #7,English Barleywine,Ranked #7, 12.5%,100Ranked #154,100,Ranked #154,4.51 | pDev: 7.98%,4.51,7.98%,"1,021","5,520",Active,"Feb 21, 2008"
Dave's Barrel-Aged Barleywine,Angry Chair Brewing,"Florida, United States",English BarleywineRanked #8,English Barleywine,Ranked #8, 10%,99Ranked #284,99,Ranked #284,4.53 | pDev: 5.96%,4.53,5.96%,17,74,Active,"Jun 08, 2015"
Arcane Rituals,Bottle Logic Brewing,"California, United States",English BarleywineRanked #9,English Barleywine,Ranked #9, 11.37%,99Ranked #257,99,Ranked #257,4.51 | pDev: 5.32%,4.51,5.32%,32,122,Active,"Aug 20, 2019"
Cúvee de Gorgoroth,OEC Brewing (Ordinem Ecentrici Coctores),"Connecticut, United States",English BarleywineRanked #10,English Barleywine,Ranked #10, 16.66%,96Ranked #898,96,Ranked #898,4.7 | pDev: 4.68%,4.7,4.68%,6,12,Active,"Dec 01, 2018"
Barrel-Aged Vermilion Barleywine,Perennial Artisan Ales,"Missouri, United States",English BarleywineRanked #11,English Barleywine,Ranked #11, 11%,98Ranked #355,98,Ranked #355,4.48 | pDev: 6.47%,4.48,6.47%,23,106,Active,"Mar 27, 2015"
Mother Of All Storms,Pelican Pub & Brewery,"Oregon, United States",English BarleywineRanked #12,English Barleywine,Ranked #12, 14%,98Ranked #301,98,Ranked #301,4.45 | pDev: 8.54%,4.45,8.54%,522,"2,168",Active,"Dec 25, 2008"
Brewers Reserve Barley Wine (Aged In Bourbon Barrels),Lervig Aktiebryggeri,Norway,English BarleywineRanked #13,English Barleywine,Ranked #13, 13%,98Ranked #399,98,Ranked #399,4.48 | pDev: 8.04%,4.48,8.04%,33,83,Active,"Jan 09, 2015"
Wendigo,Anchorage Brewing Company,"Alaska, United States",English BarleywineRanked #14,English Barleywine,Ranked #14, 16%,97Ranked #570,97,Ranked #570,4.46 | pDev: 5.83%,4.46,5.83%,22,63,Active,"Jul 10, 2020"
Wooden Hell,Flossmoor Station Restaurant & Brewery,"Illinois, United States",English BarleywineRanked #15,English Barleywine,Ranked #15, 9.5%,98Ranked #441,98,Ranked #441,4.43 | pDev: 9.26%,4.43,9.26%,107,234,Active,"Apr 29, 2007"
Bourbon Barrel-Aged Barley Wine,Kuhnhenn Brewing Company,"Michigan, United States",English BarleywineRanked #16,English Barleywine,Ranked #16, 14.5%,98Ranked #413,98,Ranked #413,4.42 | pDev: 8.14%,4.42,8.14%,219,792,Active,"Feb 17, 2003"
Paragon 2019,Lervig Aktiebryggeri,Norway,English BarleywineRanked #17,English Barleywine,Ranked #17, 13.5%,"96Ranked #1,217",96,"Ranked #1,217",4.56 | pDev: 7.24%,4.56,7.24%,10,16,Active,"Dec 30, 2020"
Brew 7000,Fremont Brewing Company,"Washington, United States",English BarleywineRanked #18,English Barleywine,Ranked #18, 13.9%,96Ranked #796,96,Ranked #796,4.48 | pDev: 4.69%,4.48,4.69%,16,35,Active,"Apr 20, 2023"
Maltvin,Side Project Brewing,"Missouri, United States",English BarleywineRanked #19,English Barleywine,Ranked #19, 15%,97Ranked #701,97,Ranked #701,4.46 | pDev: 4.93%,4.46,4.93%,8,48,Active,"Apr 01, 2019"
Boss Jacket,Revolution Brewing,"Illinois, United States",English BarleywineRanked #20,English Barleywine,Ranked #20, 14.3%,96Ranked #857,96,Ranked #857,4.44 | pDev: 6.76%,4.44,6.76%,13,44,Active,"Jan 15, 2019"
On & On: Part 2,Half Acre Beer Company,"Illinois, United States",English BarleywineRanked #21,English Barleywine,Ranked #21, 13.7%,"96Ranked #1,133",96,"Ranked #1,133",4.47 | pDev: 4.92%,4.47,4.92%,11,26,Active,"Sep 18, 2021"
Reverberant - Rye Barrel-Aged,Side Project Brewing,"Missouri, United States",English BarleywineRanked #22,English Barleywine,Ranked #22, 15%,"94Ranked #1,980",94,"Ranked #1,980",4.57 | pDev: 3.72%,4.57,3.72%,4,11,Active,"May 09, 2023"
Xyauyù Barrel,Birra Baladin,Italy,English BarleywineRanked #23,English Barleywine,Ranked #23, 14%,97Ranked #685,97,Ranked #685,4.4 | pDev: 8.41%,4.4,8.41%,38,132,Active,"Jan 13, 2013"
Works & Days,Cellarmaker Brewing Co.,"California, United States",English BarleywineRanked #24,English Barleywine,Ranked #24, 17.3%,"94Ranked #2,257",94,"Ranked #2,257",4.57 | pDev: 3.06%,4.57,3.06%,4,10,Active,"Feb 13, 2022"
Tree of Fortitude,Tree House Brewing Company,"Massachusetts, United States",English BarleywineRanked #25,English Barleywine,Ranked #25, 11%,"95Ranked #1,906",95,"Ranked #1,906",4.49 | pDev: 4.9%,4.49,4.9%,6,15,Active,"Sep 30, 2023"
Brew 6000,Fremont Brewing Company,"Washington, United States",English BarleywineRanked #26,English Barleywine,Ranked #26, 11.9%,96Ranked #911,96,Ranked #911,4.39 | pDev: 8.43%,4.39,8.43%,35,75,Active,"Mar 29, 2022"
Xyauyù Fumé (Islay Whisky),Birra Baladin,Italy,English BarleywineRanked #27,English Barleywine,Ranked #27, 14%,96Ranked #971,96,Ranked #971,4.39 | pDev: 8.43%,4.39,8.43%,25,67,Active,"Jan 17, 2013"
Arctic Devil Barley Wine,Midnight Sun Brewing Co.,"Alaska, United States",English BarleywineRanked #28,English Barleywine,Ranked #28, 13.2%,97Ranked #743,97,Ranked #743,4.36 | pDev: 8.26%,4.36,8.26%,408,"1,422",Active,"Mar 24, 2005"
Appalachian Walker,Olde Hickory Brewery,"North Carolina, United States",English BarleywineRanked #29,English Barleywine,Ranked #29, 12.04%,"96Ranked #1,012",96,"Ranked #1,012",4.38 | pDev: 7.31%,4.38,7.31%,20,73,Active,"Jan 12, 2016"
Aaron - Bourbon/Cognac,Hill Farmstead Brewery,"Vermont, United States",English BarleywineRanked #30,English Barleywine,Ranked #30, 9%,"95Ranked #1,434",95,"Ranked #1,434",4.41 | pDev: 7.48%,4.41,7.48%,9,31,Active,"Feb 03, 2022"
Altar Of The Orc Lord - Rocky Road Edition,Modern Times Beer,"California, United States",English BarleywineRanked #31,English Barleywine,Ranked #31, 12.5%,"94Ranked #2,073",94,"Ranked #2,073",4.46 | pDev: 3.81%,4.46,3.81%,5,16,Active,"Mar 19, 2020"
Prodigality,Jackie O's Brewpub,"Ohio, United States",English BarleywineRanked #32,English Barleywine,Ranked #32, 12%,"95Ranked #1,699",95,"Ranked #1,699",4.42 | pDev: 4.75%,4.42,4.75%,14,24,Active,"May 13, 2019"
Collective Comprehension,Bottle Logic Brewing,"California, United States",English BarleywineRanked #33,English Barleywine,Ranked #33, 15%,"95Ranked #1,762",95,"Ranked #1,762",4.42 | pDev: 4.75%,4.42,4.75%,8,23,Active,"Apr 24, 2022"
Bligh's Barleywine Ale,Dry Dock Brewing Co.,"Colorado, United States",English BarleywineRanked #34,English Barleywine,Ranked #34, 13%,96Ranked #838,96,Ranked #838,4.35 | pDev: 10.11%,4.35,10.11%,136,569,Active,"Oct 08, 2011"
Circle Of Wolves - Apple Brandy Barrel-Aged,The Veil Brewing Co. - Production Brewery,"Virginia, United States",English BarleywineRanked #35,English Barleywine,Ranked #35, 12.8%,"95Ranked #1,684",95,"Ranked #1,684",4.4 | pDev: 5.23%,4.4,5.23%,6,28,Active,"Feb 05, 2018"
Stacking Casks #8,Kane Brewing Company,"New Jersey, United States",English BarleywineRanked #36,English Barleywine,Ranked #36, 14%,"93Ranked #3,007",93,"Ranked #3,007",4.5 | pDev: 3.78%,4.5,3.78%,6,10,Active,"Jul 24, 2022"
Straight Jacket,Revolution Brewing,"Illinois, United States",English BarleywineRanked #37,English Barleywine,Ranked #37, 15%,96Ranked #885,96,Ranked #885,4.34 | pDev: 7.37%,4.34,7.37%,194,960,Active,"Sep 08, 2011"
Intrepid Orchid,Bottle Logic Brewing,"California, United States",English BarleywineRanked #38,English Barleywine,Ranked #38, 12.19%,"95Ranked #1,261",95,"Ranked #1,261",4.36 | pDev: 8.49%,4.36,8.49%,24,67,Active,"Mar 28, 2020"
Xyauyù Etichetta Oro (Gold),Birra Baladin,Italy,English BarleywineRanked #39,English Barleywine,Ranked #39, 13.5%,"96Ranked #1,182",96,"Ranked #1,182",4.35 | pDev: 10.11%,4.35,10.11%,35,94,Active,"Jun 06, 2010"
Falcon & the Falconer,Skookum Brewery,"Washington, United States",English BarleywineRanked #40,English Barleywine,Ranked #40, 12%,"93Ranked #3,035",93,"Ranked #3,035",4.47 | pDev: 5.37%,4.47,5.37%,6,11,Active,"Feb 27, 2022"
Object Permanence,Kane Brewing Company,"New Jersey, United States",English BarleywineRanked #41,English Barleywine,Ranked #41, 13.3%,"96Ranked #1,239",96,"Ranked #1,239",4.35 | pDev: 5.75%,4.35,5.75%,19,83,Active,"Oct 23, 2016"
Endolith,Jackie O's Brewpub,"Ohio, United States",English BarleywineRanked #42,English Barleywine,Ranked #42, 13.6%,"95Ranked #1,591",95,"Ranked #1,591",4.37 | pDev: 4.12%,4.37,4.12%,22,39,Active,"Jun 18, 2022"
Tree Of Bliss,Tree House Brewing Company,"Massachusetts, United States",English BarleywineRanked #43,English Barleywine,Ranked #43,Not listed,"95Ranked #1,660",95,"Ranked #1,660",4.37 | pDev: 5.49%,4.37,5.49%,13,37,Active,"Dec 10, 2021"
Santa's Brass,Drake's Brewing Co.,"California, United States",English BarleywineRanked #44,English Barleywine,Ranked #44, 13.1%,"95Ranked #1,540",95,"Ranked #1,540",4.36 | pDev: 5.5%,4.36,5.5%,18,46,Active,"Feb 02, 2015"
Cellar Cuvée 11,Jackie O's Brewpub,"Ohio, United States",English BarleywineRanked #45,English Barleywine,Ranked #45, 11.6%,"95Ranked #1,263",95,"Ranked #1,263",4.34 | pDev: 5.76%,4.34,5.76%,27,100,Active,"Jun 19, 2017"
Circle Of Wolves - Bourbon Barrel-Aged,The Veil Brewing Co. - Production Brewery,"Virginia, United States",English BarleywineRanked #46,English Barleywine,Ranked #46, 12.8%,"95Ranked #1,873",95,"Ranked #1,873",4.37 | pDev: 4.35%,4.37,4.35%,7,31,Active,"Jan 01, 2018"
Aaron (Double Barrel Bourbon/Cognac),Hill Farmstead Brewery,"Vermont, United States",English BarleywineRanked #47,English Barleywine,Ranked #47,Not listed,"93Ranked #3,271",93,"Ranked #3,271",4.45 | pDev: 4.94%,4.45,4.94%,2,11,Active,"Jun 18, 2023"
Mother of All Bricks,Jackie O's Brewpub,"Ohio, United States",English BarleywineRanked #48,English Barleywine,Ranked #48, 12.4%,"93Ranked #3,245",93,"Ranked #3,245",4.43 | pDev: 4.29%,4.43,4.29%,7,12,Active,"Jun 23, 2023"
Honey Jacket,Revolution Brewing,"Illinois, United States",English BarleywineRanked #49,English Barleywine,Ranked #49, 14.6%,"95Ranked #1,621",95,"Ranked #1,621",4.34 | pDev: 7.6%,4.34,7.6%,16,54,Active,"Jul 09, 2019"
Bourbon O.E.,Smog City Brewing,"California, United States",English BarleywineRanked #50,English Barleywine,Ranked #50, 14.9%,"95Ranked #1,303",95,"Ranked #1,303",4.32 | pDev: 7.41%,4.32,7.41%,45,169,Active,"Sep 27, 2013"
Height Of Civilization,Wild Heaven Beer,"Georgia, United States",English BarleywineRanked #51,English Barleywine,Ranked #51, 12%,"95Ranked #1,524",95,"Ranked #1,524",4.33 | pDev: 8.78%,4.33,8.78%,23,73,Active,"Apr 01, 2015"
Winter Jetlag,Triple Crossing Brewing,"Virginia, United States",English BarleywineRanked #52,English Barleywine,Ranked #52, 12%,"94Ranked #2,773",94,"Ranked #2,773",4.38 | pDev: 4.11%,4.38,4.11%,5,18,Active,"Nov 09, 2018"
Bourbon Barrel Louie,Westbound & Down Brewing Company / The Buffalo Restaurant & Bar,"Colorado, United States",English BarleywineRanked #53,English Barleywine,Ranked #53, 14%,"94Ranked #2,682",94,"Ranked #2,682",4.37 | pDev: 4.35%,4.37,4.35%,10,20,Active,"Apr 24, 2020"
Barley Barge,Jackie O's Brewpub,"Ohio, United States",English BarleywineRanked #54,English Barleywine,Ranked #54, 12.7%,"93Ranked #3,850",93,"Ranked #3,850",4.41 | pDev: 4.99%,4.41,4.99%,8,11,Active,"Jun 18, 2022"
Wooden Femur,Boneyard Beer Company,"Oregon, United States",English BarleywineRanked #55,English Barleywine,Ranked #55, 11%,"93Ranked #3,682",93,"Ranked #3,682",4.4 | pDev: 5%,4.4,5%,4,12,Active,"Jun 27, 2017"
Strawberry Jacket,Revolution Brewing,"Illinois, United States",English BarleywineRanked #56,English Barleywine,Ranked #56, 13%,"95Ranked #1,770",95,"Ranked #1,770",4.31 | pDev: 5.34%,4.31,5.34%,18,73,Active,"Jul 09, 2019"
Big Woody Barley Wine,Glacier Brewhouse,"Alaska, United States",English BarleywineRanked #57,English Barleywine,Ranked #57, 11.2%,"94Ranked #2,138",94,"Ranked #2,138",4.32 | pDev: 5.32%,4.32,5.32%,19,42,Active,"Jan 23, 2006"
Pillar Of Beasts - Coconut,3 Floyds Brewing Co.,"Indiana, United States",English BarleywineRanked #58,English Barleywine,Ranked #58, 14.6%,"94Ranked #2,694",94,"Ranked #2,694",4.32 | pDev: 3.24%,4.32,3.24%,10,29,Active,"Oct 06, 2022"
Copestone,Fox Farm Brewery,"Connecticut, United States",English BarleywineRanked #59,English Barleywine,Ranked #59, 13.5%,"94Ranked #2,089",94,"Ranked #2,089",4.3 | pDev: 7.44%,4.3,7.44%,26,59,Active,"Dec 06, 2018"
Mash & Coconut,The Bruery,"California, United States",English BarleywineRanked #60,English Barleywine,Ranked #60, 13%,"95Ranked #1,671",95,"Ranked #1,671",4.28 | pDev: 8.64%,4.28,8.64%,68,305,Active,"Jul 22, 2014"
Lunker,Steel Toe Brewing,"Minnesota, United States",English BarleywineRanked #61,English Barleywine,Ranked #61, 14.4%,"95Ranked #1,711",95,"Ranked #1,711",4.28 | pDev: 8.18%,4.28,8.18%,54,243,Active,"Apr 14, 2012"
Three Ryes Men,Reuben’s Brews,"Washington, United States",English BarleywineRanked #62,English Barleywine,Ranked #62, 13.7%,"94Ranked #2,599",94,"Ranked #2,599",4.29 | pDev: 5.13%,4.29,5.13%,21,43,Active,"Dec 12, 2017"
Big Sxxxy,3 Sons Brewing Company,"Florida, United States",English BarleywineRanked #63,English Barleywine,Ranked #63, 10.5%,"93Ranked #3,632",93,"Ranked #3,632",4.31 | pDev: 11.14%,4.31,11.14%,6,20,Active,"Mar 14, 2018"
Heavier is the Head That Wears the Crown,Skookum Brewery,"Washington, United States",English BarleywineRanked #64,English Barleywine,Ranked #64, 14.5%,"92Ranked #5,291",92,"Ranked #5,291",4.35 | pDev: 11.03%,4.35,11.03%,4,10,Active,"Apr 03, 2021"
Gilded Grove - Bourbon Barrel,Tree House Brewing Company,"Massachusetts, United States",English BarleywineRanked #65,English Barleywine,Ranked #65, 13.1%,"92Ranked #4,306",92,"Ranked #4,306",4.32 | pDev: 7.41%,4.32,7.41%,6,15,Active,"Oct 21, 2023"
Flesh To Stone,Bottle Logic Brewing,"California, United States",English BarleywineRanked #66,English Barleywine,Ranked #66, 12%,"93Ranked #3,178",93,"Ranked #3,178",4.29 | pDev: 6.99%,4.29,6.99%,14,29,Active,"Aug 31, 2019"
Lumberstruck,Revolution Brewing,"Illinois, United States",English BarleywineRanked #67,English Barleywine,Ranked #67, 12.3%,"94Ranked #2,762",94,"Ranked #2,762",4.28 | pDev: 6.78%,4.28,6.78%,20,43,Active,"Jun 09, 2022"
Bellerophon,Ethereal Brewing,"Kentucky, United States",English BarleywineRanked #68,English Barleywine,Ranked #68, 13.5%,"92Ranked #4,523",92,"Ranked #4,523",4.31 | pDev: 7.89%,4.31,7.89%,7,15,Active,"Dec 02, 2017"
Iron Furnace,Jackie O's Brewpub,"Ohio, United States",English BarleywineRanked #69,English Barleywine,Ranked #69, 12.7%,"94Ranked #2,615",94,"Ranked #2,615",4.27 | pDev: 9.37%,4.27,9.37%,23,57,Active,"Jul 22, 2018"
Blunderbuss Barleywine,Cambridge Brewing Company,"Massachusetts, United States",English BarleywineRanked #70,English Barleywine,Ranked #70, 11.5%,"94Ranked #2,156",94,"Ranked #2,156",4.26 | pDev: 7.98%,4.26,7.98%,58,151,Active,"May 10, 1999"
Harvest Ale (2021) - 1986 Yeast,J.W. Lees & Co (Brewers) Ltd,"England, United Kingdom",English BarleywineRanked #71,English Barleywine,Ranked #71, 10.5%,"92Ranked #4,720",92,"Ranked #4,720",4.3 | pDev: 10.7%,4.3,10.7%,9,15,Active,"Jan 14, 2023"
Intrinsic Duality No. 2,Pipeworks Brewing Company,"Illinois, United States",English BarleywineRanked #72,English Barleywine,Ranked #72, 13%,"92Ranked #4,934",92,"Ranked #4,934",4.29 | pDev: 3.73%,4.29,3.73%,9,15,Active,"Sep 21, 2021"
Dissenting Opinions,Ellison Brewery & Spirits,"Michigan, United States",English BarleywineRanked #73,English Barleywine,Ranked #73, 11%,"92Ranked #5,748",92,"Ranked #5,748",4.29 | pDev: 3.26%,4.29,3.26%,4,12,Active,"Feb 01, 2018"
Harvest Ale (Limited Edition),J.W. Lees & Co (Brewers) Ltd,"England, United Kingdom",English BarleywineRanked #74,English Barleywine,Ranked #74, 11.5%,"94Ranked #2,143",94,"Ranked #2,143",4.24 | pDev: 13.21%,4.24,13.21%,924,"1,669",Active,"Dec 18, 2000"
Brick Kiln - Bourbon Barrel-Aged,Jackie O's Brewpub,"Ohio, United States",English BarleywineRanked #75,English Barleywine,Ranked #75, 11.8%,"94Ranked #2,234",94,"Ranked #2,234",4.24 | pDev: 8.73%,4.24,8.73%,98,507,Active,"Dec 03, 2012"
