name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Žatecký Světlý Ležák,Žatecký Pivovar,Czechia,Czech Pale LagerRanked #19,Czech Pale Lager,Ranked #19, 5%,"82Ranked #25,282",82,"Ranked #25,282",3.45 | pDev: 24.64%,3.45,24.64%,8,16,Active,"Jul 02, 2020"
Stowe Style - Czech,von Trapp Brewing,"Vermont, United States",Czech Pale LagerRanked #9,Czech Pale Lager,Ranked #9, 5%,"90Ranked #9,555",90,"Ranked #9,555",4.11 | pDev: 8.03%,4.11,8.03%,5,15,Active,"Dec 02, 2023"
Radegast Ryze Hořká 12,Pivovar Radegast a.s.,Czechia,Czech Pale LagerRanked #18,Czech Pale Lager,Ranked #18, 5.1%,"83Ranked #23,982",83,"Ranked #23,982",3.51 | pDev: 7.12%,3.51,7.12%,4,12,Active,"Aug 14, 2014"
Dvanáctka,Notch Brewing,"Massachusetts, United States",Czech Pale LagerRanked #5,Czech Pale Lager,Ranked #5, 4.4%,"92Ranked #5,498",92,"Ranked #5,498",4.34 | pDev: 6.22%,4.34,6.22%,4,10,Active,"Mar 19, 2022"
Czech Pale Lager,Triple Crossing Brewing,"Virginia, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.34 | pDev: 3%,4.34,3%,4,9,Active,"Jun 21, 2019"
Topvar 12% Svetlé,Topvar Brewery,Slovak Republic,Czech Pale Lager,Czech Pale Lager,Na,Not listed,Needs more ratings,Na,Na,2.97 | pDev: 14.14%,2.97,14.14%,8,9,Active,"Jul 29, 2002"
Zlato Prazske,Pivovar Regent Třeboň,Czechia,Czech Pale Lager,Czech Pale Lager,Na, 5.2%,Needs more ratings,Na,Na,3.85 | pDev: 8.57%,3.85,8.57%,6,8,Active,"Oct 12, 2017"
Bakalář Dry Hopped Lager,Tradiční pivovar v Rakovníku (Pivovar Rakovnik),Czechia,Czech Pale Lager,Czech Pale Lager,Na, 5.2%,Needs more ratings,Na,Na,3.47 | pDev: 11.53%,3.47,11.53%,2,8,Active,"Dec 26, 2022"
Loreni,Triptych Brewing,"Illinois, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.9%,Needs more ratings,Na,Na,4.13 | pDev: 3.87%,4.13,3.87%,3,8,Active,"Apr 22, 2021"
Czech Lager,Charles Towne Fermentory,"South Carolina, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,3.82 | pDev: 6.54%,3.82,6.54%,3,8,Active,"Jun 14, 2019"
Clutch It,Third Wheel Brewing,"Missouri, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,3.66 | pDev: 6.28%,3.66,6.28%,4,7,Active,"Feb 07, 2023"
Czech Lager,pFriem Family Brewers,"Oregon, United States",Czech Pale Lager,Czech Pale Lager,Na, 5.1%,Needs more ratings,Na,Na,3.87 | pDev: 6.2%,3.87,6.2%,5,7,Active,"Oct 22, 2019"
Trisky Pivo,Oxbow Brewing Company,"Maine, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.33 | pDev: 3.7%,4.33,3.7%,4,7,Active,"Apr 29, 2021"
Czech 10°,Goldfinger Brewing Company,"Illinois, United States",Czech Pale Lager,Czech Pale Lager,Na, 3.8%,Needs more ratings,Na,Na,4.24 | pDev: 5.9%,4.24,5.9%,5,7,Active,"Feb 08, 2023"
Julie,Landmade Brewing,"Maryland, United States",Czech Pale Lager,Czech Pale Lager,Na, 4%,Needs more ratings,Na,Na,3.7 | pDev: 11.35%,3.7,11.35%,3,7,Active,"Mar 31, 2023"
Pardubice Pale Special Lager,Pardubický pivovar a.s.,Czechia,Czech Pale Lager,Czech Pale Lager,Na, 6%,Needs more ratings,Na,Na,3.72 | pDev: 12.37%,3.72,12.37%,2,6,Active,"May 10, 2017"
Bůh Originální Ležák,Godspeed Brewery,"Ontario, Canada",Czech Pale Lager,Czech Pale Lager,Na, 4.6%,Needs more ratings,Na,Na,4.22 | pDev: 4.74%,4.22,4.74%,4,6,Active,"Apr 10, 2022"
Šariš Svetlý Ležiak (Premium Svetle 10%),Pivovar Saris,Slovak Republic,Czech Pale Lager,Czech Pale Lager,Na,Not listed,Needs more ratings,Na,Na,2.69 | pDev: 26.39%,2.69,26.39%,1,6,Active,"Dec 01, 2011"
Zenit 11° Czech Lager,Dutchess Ales,"New York, United States",Czech Pale Lager,Czech Pale Lager,Na, 5.2%,Needs more ratings,Na,Na,3.93 | pDev: 1.78%,3.93,1.78%,2,6,Active,"Aug 31, 2023"
10°,Cohesion Brewing,"Colorado, United States",Czech Pale Lager,Czech Pale Lager,Na, 3.9%,Needs more ratings,Na,Na,4.07 | pDev: 4.18%,4.07,4.18%,3,6,Active,"Mar 18, 2022"
Hoppestokk,Utepils Brewing Co.,"Minnesota, United States",Czech Pale Lager,Czech Pale Lager,Na, 5.6%,Needs more ratings,Na,Na,3.98 | pDev: 3.77%,3.98,3.77%,4,6,Active,"Jun 17, 2023"
Vltavan,Brnovar,Czechia,Czech Pale Lager,Czech Pale Lager,Na, 4.7%,Needs more ratings,Na,Na,3.7 | pDev: 18.38%,3.7,18.38%,1,6,Active,"Jan 25, 2024"
Bůh Speciální Edice,Godspeed Brewery,"Ontario, Canada",Czech Pale Lager,Czech Pale Lager,Na, 4.6%,Needs more ratings,Na,Na,4.12 | pDev: 3.88%,4.12,3.88%,4,5,Active,"Nov 02, 2022"
Foam First,4 Hands Brewing Co.,"Missouri, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.8%,Needs more ratings,Na,Na,3.9 | pDev: 12.31%,3.9,12.31%,5,5,Active,"Feb 05, 2023"
Kvidera,Widowmaker Brewing,"Massachusetts, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.5%,Needs more ratings,Na,Na,3.85 | pDev: 11.17%,3.85,11.17%,3,5,Active,"Oct 16, 2022"
Král Lager,Staropilsen,Czechia,Czech Pale Lager,Czech Pale Lager,Na, 4.6%,Needs more ratings,Na,Na,3.23 | pDev: 18.89%,3.23,18.89%,2,5,Active,"Dec 11, 2016"
10°P Czech Pale Lager,Farm Club,"Michigan, United States",Czech Pale Lager,Czech Pale Lager,Na, 4%,Needs more ratings,Na,Na,4.08 | pDev: 4.17%,4.08,4.17%,2,5,Active,"Mar 27, 2022"
Topvar 11.5% Svetlé,Topvar Brewery,Slovak Republic,Czech Pale Lager,Czech Pale Lager,Na, 5.2%,Needs more ratings,Na,Na,3.25 | pDev: 13.54%,3.25,13.54%,3,5,Active,"Jun 19, 2002"
Indy Hana,Triptych Brewing,"Illinois, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.01 | pDev: 4.24%,4.01,4.24%,3,4,Active,"Jun 15, 2023"
Czech Pale 11°,Jack's Abby Brewing,"Massachusetts, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.2%,Needs more ratings,Na,Na,4 | pDev: 4%,4,4%,3,4,Active,"Jul 28, 2023"
Witchhammer,Freak Folk Bier,"Vermont, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.2 | pDev: 6.19%,4.2,6.19%,1,4,Active,"Sep 27, 2022"
Spinning Webs,Free Will Brewing Co.,"Pennsylvania, United States",Czech Pale Lager,Czech Pale Lager,Na, 4%,Needs more ratings,Na,Na,4.13 | pDev: 3.63%,4.13,3.63%,3,4,Active,"Apr 13, 2023"
Česká Koruna Lager,Staropilsen,Czechia,Czech Pale Lager,Czech Pale Lager,Na, 4.7%,Needs more ratings,Na,Na,3.43 | pDev: 4.37%,3.43,4.37%,3,4,Active,"Jul 06, 2021"
Svetlé,Imprint Beer Company,"Pennsylvania, United States",Czech Pale Lager,Czech Pale Lager,Na,Not listed,Needs more ratings,Na,Na,4 | pDev: 5.25%,4,5.25%,3,4,Active,"May 07, 2023"
Czech Pale Lager,Yazoo Brewing Company,"Tennessee, United States",Czech Pale Lager,Czech Pale Lager,Na, 4%,Needs more ratings,Na,Na,3.72 | pDev: 4.03%,3.72,4.03%,1,4,Active,"Aug 28, 2020"
Czech Yourself,Wooden Cask Brewing Company,"Kentucky, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,3.93 | pDev: 6.11%,3.93,6.11%,1,4,Active,"Aug 11, 2022"
Svetly Lezak 12,Slow Hand Beer Company,"British Columbia, Canada",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.05 | pDev: 8.15%,4.05,8.15%,2,4,Active,"Jun 25, 2022"
Terminal Advent,Nepenthe Brewing Co.,"Maryland, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.7%,Needs more ratings,Na,Na,4.17 | pDev: 9.59%,4.17,9.59%,1,4,Active,"Jun 07, 2022"
Deset,Halfway Crooks Beer,"Georgia, United States",Czech Pale Lager,Czech Pale Lager,Na, 3.9%,Needs more ratings,Na,Na,4.07 | pDev: 2.7%,4.07,2.7%,2,4,Active,"Dec 18, 2021"
The Origins Of Polka,Hop Butcher For The World,"Illinois, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,3.89 | pDev: 2.31%,3.89,2.31%,0,3,Active,"Dec 22, 2023"
Suntory Triple Nama,Suntory,Japan,Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,3.33 | pDev: 9.61%,3.33,9.61%,1,3,Active,"May 12, 2023"
Endeavor,Kent Falls Brewing Company,"Connecticut, United States",Czech Pale Lager,Czech Pale Lager,Na, 5.2%,Needs more ratings,Na,Na,4.32 | pDev: 2.08%,4.32,2.08%,2,3,Active,"Oct 11, 2020"
Small Victories,Origin Beer Project,"Rhode Island, United States",Czech Pale Lager,Czech Pale Lager,Na, 3.5%,Needs more ratings,Na,Na,3.98 | pDev: 4.02%,3.98,4.02%,3,3,Active,"Feb 21, 2021"
Morava,Oakflower Brewing Company,"New Jersey, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.5%,Needs more ratings,Na,Na,3.94 | pDev: 1.78%,3.94,1.78%,1,3,Active,"Feb 04, 2023"
Walter 11°,Cohesion Brewing,"Colorado, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.5%,Needs more ratings,Na,Na,4.13 | pDev: 2.66%,4.13,2.66%,2,3,Active,"May 29, 2022"
Výčepní 10°,Kane Brewing Company,"New Jersey, United States",Czech Pale Lager,Czech Pale Lager,Na, 4%,Needs more ratings,Na,Na,4.08 | pDev: 3.92%,4.08,3.92%,1,3,Active,"Mar 18, 2023"
Bottleworks XXIV 12º Czech Pilsner,Whistle Punk Brewing Company,"Washington, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.8%,Needs more ratings,Na,Na,4.01 | pDev: 1%,4.01,1%,2,3,Active,"Mar 02, 2023"
Baby Světlý,Godspeed Brewery,"Ontario, Canada",Czech Pale Lager,Czech Pale Lager,Na, 1.5%,Needs more ratings,Na,Na,4 | pDev: 5%,4,5%,2,3,Active,"Jun 19, 2021"
Silný Ležák 17°,Godspeed Brewery,"Ontario, Canada",Czech Pale Lager,Czech Pale Lager,Na, 7.4%,Needs more ratings,Na,Na,3.96 | pDev: 9.34%,3.96,9.34%,1,3,Active,"Dec 28, 2019"
Imbue,Fox Farm Brewery,"Connecticut, United States",Czech Pale Lager,Czech Pale Lager,Na, 4%,Needs more ratings,Na,Na,3.96 | pDev: 2.53%,3.96,2.53%,2,3,Active,"Jun 26, 2022"
Belobog,Seldom Beer Company,"Illinois, United States",Czech Pale Lager,Czech Pale Lager,Na, 3.9%,Needs more ratings,Na,Na,3.86 | pDev: 4.92%,3.86,4.92%,1,3,Active,"Jul 27, 2023"
Early Morning Victories,Origin Beer Project,"Rhode Island, United States",Czech Pale Lager,Czech Pale Lager,Na, 5.8%,Needs more ratings,Na,Na,4.07 | pDev: 0.74%,4.07,0.74%,3,3,Active,"Apr 09, 2023"
Mucha,Creature Comforts,"Georgia, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,3.78 | pDev: 4.5%,3.78,4.5%,0,3,Active,"Apr 23, 2023"
Bohemian Style Pilsner,Pivo Project,"Missouri, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.19 | pDev: 3.82%,4.19,3.82%,2,3,Active,"Feb 03, 2023"
XIII Anniversary,Notch Brewing,"Massachusetts, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.2 | pDev: 3.1%,4.2,3.1%,1,3,Active,"Apr 21, 2023"
Ležák 12°,Kane Brewing Company,"New Jersey, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.5%,Needs more ratings,Na,Na,3.89 | pDev: 12.34%,3.89,12.34%,0,3,Active,"Jul 29, 2023"
Krupavy 12,Twin Elephant Brewing Company,"New Jersey, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.11 | pDev: 1.95%,4.11,1.95%,1,3,Active,"Jan 22, 2023"
Premium Pale Lager 12° P,Wild Provisions Beer Project,"Colorado, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.4%,Needs more ratings,Na,Na,3.8 | pDev: 1.58%,3.8,1.58%,2,3,Active,"Dec 12, 2021"
Ancestral Soil,The Seed: A Living Beer Project,"New Jersey, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.14 | pDev: 6.52%,4.14,6.52%,1,2,Active,"Oct 31, 2023"
Bohemian Rhapsody,Barbarian Brewing,"Idaho, United States",Czech Pale Lager,Czech Pale Lager,Na, 5.5%,Needs more ratings,Na,Na,3.52 | pDev: 6.53%,3.52,6.53%,2,2,Active,"Nov 15, 2022"
Vinohradská 11,Vinohradský Pivovar,Czechia,Czech Pale Lager,Czech Pale Lager,Na, 4.5%,Needs more ratings,Na,Na,3.85 | pDev: 9.09%,3.85,9.09%,1,2,Active,"Apr 21, 2023"
Real Beer - Czech Pale Lager,Oozlefinch Beers & Blending,"Virginia, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.7%,Needs more ratings,Na,Na,3.85 | pDev: 2.08%,3.85,2.08%,0,2,Active,"May 20, 2021"
Cerna Hora 1530 Specialni Svetle,Pivovar Černá Hora,Czechia,Czech Pale Lager,Czech Pale Lager,Na, 6.3%,Needs more ratings,Na,Na,2.8 | pDev: 1.79%,2.8,1.79%,1,2,Active,"Sep 08, 2010"
Czech Pilsner,Indeed Brewing Company - Minneapolis,"Minnesota, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,3.73 | pDev: 13.94%,3.73,13.94%,0,2,Active,"Mar 30, 2023"
Czech Style Lager,Valhalla Brewing,"Maryland, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.9%,Needs more ratings,Na,Na,1.66 | pDev: 7.23%,1.66,7.23%,0,2,Active,"Jan 13, 2023"
7 Stars (8bit),Mortalis Brewing Co.,"New York, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.13 | pDev: 2.18%,4.13,2.18%,1,2,Active,"Dec 21, 2023"
Zlatá Labut Svetle 11° (Golden Swan),Pivovarsky Dvur Zvikov,Czechia,Czech Pale Lager,Czech Pale Lager,Na,Not listed,Needs more ratings,Na,Na,4.07 | pDev: 5.9%,4.07,5.9%,1,2,Active,"Oct 04, 2011"
Gramophonic,Brick & Feather Brewery,"Massachusetts, United States",Czech Pale Lager,Czech Pale Lager,Na, 3.9%,Needs more ratings,Na,Na,3.91 | pDev: 2.3%,3.91,2.3%,1,2,Active,"Jul 03, 2022"
Czech Pale Lager,Sterling Microbrew,"Kentucky, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.7%,Needs more ratings,Na,Na,3.65 | pDev: 17.81%,3.65,17.81%,0,2,Active,"Aug 06, 2022"
Here Comes A Regular (Czech Pale Lager),Notch Brewing,"Massachusetts, United States",Czech Pale Lager,Czech Pale Lager,Na, 2.9%,Needs more ratings,Na,Na,4.16 | pDev: 2.16%,4.16,2.16%,1,2,Active,"Jan 16, 2022"
Ferdinand Speciální Světlé d'Este 15%,Pivovar Ferdinand / Pivovar Beneov,Czechia,Czech Pale Lager,Czech Pale Lager,Na, 6.5%,Needs more ratings,Na,Na,3.32 | pDev: 8.13%,3.32,8.13%,1,2,Active,"Nov 20, 2019"
Bohem,Triple Crossing Brewing,"Virginia, United States",Czech Pale Lager,Czech Pale Lager,Na, 4.8%,Needs more ratings,Na,Na,4.22 | pDev: 10.19%,4.22,10.19%,1,2,Active,"May 23, 2021"
Lace,Tox Brewing Company,"Connecticut, United States",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,4.03 | pDev: 1.99%,4.03,1.99%,1,2,Active,"Mar 24, 2023"
Foreczech,Cameron's Brewing Co.,"Ontario, Canada",Czech Pale Lager,Czech Pale Lager,Na, 5%,Needs more ratings,Na,Na,3.53 | pDev: 0.85%,3.53,0.85%,0,2,Active,"Nov 22, 2023"
Czech Rearview,Furnace Room Brewery,"Ontario, Canada",Czech Pale Lager,Czech Pale Lager,Na, 4.5%,Needs more ratings,Na,Na,3.85 | pDev: 3.12%,3.85,3.12%,1,2,Active,"Jul 07, 2023"
Dortmunder Gold,Great Lakes Brewing Co.,"Ohio, United States",European / Dortmunder Export LagerRanked #1,European / Dortmunder Export Lager,Ranked #1, 5.8%,"91Ranked #7,896",91,"Ranked #7,896",4.06 | pDev: 11.08%,4.06,11.08%,"1,204","3,584",Active,"Sep 18, 2001"
Jinx Proof,3 Floyds Brewing Co.,"Indiana, United States",European / Dortmunder Export LagerRanked #32,European / Dortmunder Export Lager,Ranked #32, 5.1%,"82Ranked #24,884",82,"Ranked #24,884",3.64 | pDev: 12.36%,3.64,12.36%,206,"1,219",Active,"Jun 13, 2009"
Ayinger Jahrhundert Bier,Ayinger Privatbrauerei,Germany,European / Dortmunder Export LagerRanked #6,European / Dortmunder Export Lager,Ranked #6, 5.5%,"89Ranked #12,702",89,"Ranked #12,702",3.96 | pDev: 10.61%,3.96,10.61%,608,"1,160",Active,"Oct 08, 2001"
Edelstoff,Augustiner-Bräu,Germany,European / Dortmunder Export LagerRanked #9,European / Dortmunder Export Lager,Ranked #9, 5.7%,"88Ranked #13,684",88,"Ranked #13,684",3.94 | pDev: 12.44%,3.94,12.44%,323,740,Active,"Jun 13, 2002"
DAB Original,Dortmunder Actien Brauerei / DAB,Germany,European / Dortmunder Export LagerRanked #70,European / Dortmunder Export Lager,Ranked #70, 5%,"75Ranked #27,826",75,"Ranked #27,826",3.26 | pDev: 16.56%,3.26,16.56%,369,689,Active,"Feb 20, 2002"
Baltika #7 Export,Baltika Breweries,Russia,European / Dortmunder Export LagerRanked #72,European / Dortmunder Export Lager,Ranked #72, 5.4%,"71Ranked #28,209",71,"Ranked #28,209",3.08 | pDev: 19.16%,3.08,19.16%,223,491,Active,"May 26, 2003"
Dog Days Dortmunder Style Lager,Two Brothers Brewing Company,"Illinois, United States",European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 5.1%,80,80,Na,3.54 | pDev: 13.28%,3.54,13.28%,166,451,Active,"Aug 04, 2002"
33 Export,VBL Tien Giang Limited (Fosters),Vietnam,European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 4.5%,66,66,Na,2.79 | pDev: 19.71%,2.79,19.71%,153,285,Active,"Aug 17, 2002"
Shiner Dortmunder (Spring Ale),Spoetzl Brewery,"Texas, United States",European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 5.5%,78,78,Na,3.42 | pDev: 14.33%,3.42,14.33%,133,276,Active,"Jan 18, 2011"
Švyturys Ekstra,UAB Švyturys - Utenos alus,Lithuania,European / Dortmunder Export LagerRanked #75,European / Dortmunder Export Lager,Ranked #75, 5.2%,"70Ranked #28,317",70,"Ranked #28,317",3 | pDev: 19.67%,3,19.67%,146,267,Active,"Jun 19, 2004"
Mountain Lager,Appalachian Brewing Company,"Pennsylvania, United States",European / Dortmunder Export LagerRanked #66,European / Dortmunder Export Lager,Ranked #66, 4.5%,"76Ranked #27,646",76,"Ranked #27,646",3.31 | pDev: 15.41%,3.31,15.41%,109,253,Active,"Jun 03, 2002"
DAB Export,Dortmunder Actien Brauerei / DAB,Germany,European / Dortmunder Export LagerRanked #62,European / Dortmunder Export Lager,Ranked #62, 5%,"78Ranked #27,237",78,"Ranked #27,237",3.4 | pDev: 15.59%,3.4,15.59%,92,245,Active,"May 27, 2002"
Labrador Lager,Thirsty Dog Brewing Company,"Ohio, United States",European / Dortmunder Export LagerRanked #29,European / Dortmunder Export Lager,Ranked #29, 6%,"84Ranked #23,385",84,"Ranked #23,385",3.7 | pDev: 15.68%,3.7,15.68%,81,241,Active,"Dec 28, 2008"
Imperial Dortmunder,Great Lakes Brewing Co.,"Ohio, United States",European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 7.5%,87,87,Na,3.89 | pDev: 11.57%,3.89,11.57%,168,216,Active,"May 10, 2008"
Yebisu (Premium),Sapporo Breweries Ltd.,Japan,European / Dortmunder Export LagerRanked #61,European / Dortmunder Export Lager,Ranked #61, 5%,"78Ranked #27,221",78,"Ranked #27,221",3.4 | pDev: 15.59%,3.4,15.59%,103,212,Active,"Mar 08, 2001"
Flensburger Gold,Flensburger Brauerei,Germany,European / Dortmunder Export LagerRanked #49,European / Dortmunder Export Lager,Ranked #49, 4.8%,"80Ranked #26,462",80,"Ranked #26,462",3.51 | pDev: 15.38%,3.51,15.38%,87,191,Active,"Jan 21, 2006"
Shiner Fröst,Spoetzl Brewery,"Texas, United States",European / Dortmunder Export LagerRanked #40,European / Dortmunder Export Lager,Ranked #40, 5%,"81Ranked #25,816",81,"Ranked #25,816",3.57 | pDev: 15.69%,3.57,15.69%,97,189,Active,"Dec 27, 2009"
Golden Export,Gordon Biersch Brewery Restaurant,United States,European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 5%,76,76,Na,3.3 | pDev: 15.45%,3.3,15.45%,52,156,Active,"Jun 27, 2002"
Munchen Light Export Beer,Augustiner-Bräu,Germany,European / Dortmunder Export LagerRanked #33,European / Dortmunder Export Lager,Ranked #33, 5.7%,"83Ranked #24,586",83,"Ranked #24,586",3.64 | pDev: 13.19%,3.64,13.19%,49,132,Active,"Aug 25, 2003"
Alpen Stoff,Bürgerbräu Bad Reichenhall,Germany,European / Dortmunder Export LagerRanked #39,European / Dortmunder Export Lager,Ranked #39, 5.6%,"81Ranked #25,737",81,"Ranked #25,737",3.57 | pDev: 9.8%,3.57,9.8%,54,130,Active,"Sep 02, 2009"
Commerzienrat Riegele Privat,Brauhaus Riegele,Germany,European / Dortmunder Export LagerRanked #13,European / Dortmunder Export Lager,Ranked #13, 5.2%,"87Ranked #15,735",87,"Ranked #15,735",3.9 | pDev: 12.56%,3.9,12.56%,43,117,Active,"Sep 15, 2010"
Dortmunder Local Export Lager,Minneapolis Town Hall Brewery,"Minnesota, United States",European / Dortmunder Export LagerRanked #23,European / Dortmunder Export Lager,Ranked #23, 5.4%,"85Ranked #21,053",85,"Ranked #21,053",3.77 | pDev: 10.88%,3.77,10.88%,30,103,Active,"Nov 20, 2008"
Lomza Export,Browar Łomża Sp. z o.o.,Poland,European / Dortmunder Export LagerRanked #63,European / Dortmunder Export Lager,Ranked #63, 5.7%,"77Ranked #27,495",77,"Ranked #27,495",3.31 | pDev: 15.71%,3.31,15.71%,43,95,Active,"Sep 20, 2001"
Howlin' Chinaski,Short's Brewing Company,"Michigan, United States",European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 6.5%,80,80,Na,3.51 | pDev: 9.97%,3.51,9.97%,12,87,Active,"Oct 10, 2013"
California Dry Hop Lager,Sudwerk Brewing Company,"California, United States",European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 5%,83,83,Na,3.66 | pDev: 10.38%,3.66,10.38%,18,83,Active,"Sep 28, 2013"
Edel 'Spezialbier',Aktienbrauerei Kaufbeuren AG,Germany,European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 5.8%,83,83,Na,3.64 | pDev: 12.36%,3.64,12.36%,40,69,Active,"Oct 17, 2002"
Reutberger Export Hell,Klosterbrauerei Reutberg,Germany,European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 5.1%,83,83,Na,3.62 | pDev: 11.33%,3.62,11.33%,44,67,Active,"Aug 26, 2003"
Mariestads Export,Spendrups Bryggeri AB,Sweden,European / Dortmunder Export LagerRanked #74,European / Dortmunder Export Lager,Ranked #74, 5.3%,"72Ranked #28,183",72,"Ranked #28,183",2.99 | pDev: 20.07%,2.99,20.07%,16,65,Active,"Mar 11, 2005"
God Lager,Nils Oscar,Sweden,European / Dortmunder Export LagerRanked #43,European / Dortmunder Export Lager,Ranked #43, 5.3%,"81Ranked #26,021",81,"Ranked #26,021",3.52 | pDev: 13.35%,3.52,13.35%,25,64,Active,"Oct 19, 2002"
Tegernsee Spezial,Herzoglich Bayerisches Brauhaus Tegernsee,Germany,European / Dortmunder Export LagerRanked #31,European / Dortmunder Export Lager,Ranked #31, 5.6%,"83Ranked #23,795",83,"Ranked #23,795",3.66 | pDev: 12.84%,3.66,12.84%,29,63,Active,"Oct 02, 2005"
Oettinger Export,Oettinger Brauerei GmbH,Germany,European / Dortmunder Export LagerRanked #73,European / Dortmunder Export Lager,Ranked #73, 5.4%,"72Ranked #28,171",72,"Ranked #28,171",2.99 | pDev: 17.39%,2.99,17.39%,35,62,Active,"Dec 23, 2002"
DortWunder Lager,Adams Street Brewery,"Illinois, United States",European / Dortmunder Export Lager,European / Dortmunder Export Lager,Na, 5.5%,78,78,Na,3.35 | pDev: 17.01%,3.35,17.01%,11,61,Active,"Jul 25, 2012"
Švyturys Ekstra Draught,UAB Švyturys - Utenos alus,Lithuania,European / Dortmunder Export LagerRanked #67,European / Dortmunder Export Lager,Ranked #67, 5.2%,"77Ranked #27,527",77,"Ranked #27,527",3.27 | pDev: 18.04%,3.27,18.04%,24,60,Active,"Aug 18, 2006"
Mönchshof Landbier,Kulmbacher Brauerei AG,Germany,European / Dortmunder Export LagerRanked #57,European / Dortmunder Export Lager,Ranked #57, 5.4%,"79Ranked #26,844",79,"Ranked #26,844",3.41 | pDev: 11.44%,3.41,11.44%,22,57,Active,"Aug 28, 2006"
Lunatic Lager,Moonlight Brewing Company,"California, United States",European / Dortmunder Export LagerRanked #2,European / Dortmunder Export Lager,Ranked #2, 5%,"91Ranked #6,366",91,"Ranked #6,366",4.13 | pDev: 8.23%,4.13,8.23%,26,56,Active,"Oct 11, 2003"
Klara,Idle Hands Craft Ales,"Massachusetts, United States",European / Dortmunder Export LagerRanked #8,European / Dortmunder Export Lager,Ranked #8, 5.5%,"89Ranked #11,064",89,"Ranked #11,064",4.01 | pDev: 5.99%,4.01,5.99%,17,55,Active,"Mar 13, 2014"
